Icfes_nuevo;Icfes_Matematicas;Tiempo_empleado_en_la_verificación_de_conocimientos;Dominio_Inicial;Categoria_temas_inicial;avance_precalculo_aleks;Dominio_Final;Categoria_temas_final;Tiempo_Total_Tiempo;Tiempo_total_Aprendidos_hora;programa_en_matricula;division_en_matricula;Mat_Curso_Asignatura_Relacionada;avance_cuartiles;cumplimiento_temas;nota_primer_parcial;nota_final
360;73;1,190916561;10;1 Repaso de álgebra y geometría;26;35;3 Temas Parcial 1 Cálculo I;19,623994384;1,300782;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;5;4,4
365;76;0,950446555;9;1 Repaso de álgebra y geometría;27;37;3 Temas Parcial 1 Cálculo I;17,07461864;1,335497232;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,84;3,3
387;75;0,541804088;1;1 Repaso de álgebra y geometría;44;45;3 Temas Parcial 1 Cálculo I;28,835827147;1,570673523;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,16;3,6
338;63;0,353313551;4;1 Repaso de álgebra y geometría;29;30;2 Ecuaciones y desigualdades;19,632902966;1,362481827;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,31;3,9
242;52;0,236342267;0;0 No dominó temas;26;26;2 Ecuaciones y desigualdades;33,333576708;0,742169579;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,82;3
367;71;0,540825187;5;1 Repaso de álgebra y geometría;3;8;1 Repaso de Álgebra y Geometría;2,907072555;1,013390492;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,44;4,2
339;67;0,294778516;4;1 Repaso de álgebra y geometría;8;13;2 Ecuaciones y desigualdades;4,491976814;1,764220003;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,22;4
321;65;0,267147131;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;1,790364494;0,557731555;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,67;3,4
328;71;0,631268887;0;0 No dominó temas;72;72;4 Temas Parcial 2 Cálculo I;49,367653677;1,652419435;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,39;4,8
292;58;0,308189532;0;0 No dominó temas;7;7;1 Repaso de Álgebra y Geometría;12,915511007;0,537130839;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,09;1,6
333;70;0,698040475;3;1 Repaso de álgebra y geometría;33;35;3 Temas Parcial 1 Cálculo I;38,953062912;0,901331555;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,71;4,6
363;72;1,576029793;27;2 Ecuaciones y desigualdades;17;44;3 Temas Parcial 1 Cálculo I;7,917553921;2,125012954;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,64;4,4
354;66;2,117413399;73;1 Repaso de álgebra y geometría;34;107;3 Gráficos y funciones;11,353206893;3,102245061;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;2,46;3,1
402;74;0,712181258;4;1 Repaso de álgebra y geometría;37;40;3 Temas Parcial 1 Cálculo I;25,911353055;1,420594438;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,56;3
325;69;0,192053489;0;0 No dominó temas;5;5;1 Repaso de Álgebra y Geometría;2,866969858;1,778277533;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,24;2,5
312;75;0,748624225;1;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;21,859240306;0,916234037;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,14;3,1
268;55;0,372036281;3;1 Repaso de álgebra y geometría;25;26;2 Ecuaciones y desigualdades;19,135187868;1,30039744;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,57;3,2
303;61;1,321412378;34;3 Temas Parcial 1 Cálculo I;20;54;3 Temas Parcial 1 Cálculo I;18,084755755;1,11226713;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,77;3,9
311;58;0,180307725;0;0 No dominó temas;36;36;3 Temas Parcial 1 Cálculo I;15,756236002;1,643253888;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;1,92;1,6
442;80;0,758293322;31;3 Temas Parcial 1 Cálculo I;47;78;4 Temas Parcial 2 Cálculo I;10,929282702;5,024418464;Ingeniería Civil;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,8
318;61;1,056094834;3;1 Repaso de álgebra y geometría;36;41;3 Temas Parcial 1 Cálculo I;24,278750521;1,573138955;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,45;3
304;65;0,694731347;4;1 Repaso de álgebra y geometría;32;37;3 Temas Parcial 1 Cálculo I;18,552982958;1,575413456;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,54;4,7
322;61;0,879113844;2;1 Repaso de álgebra y geometría;23;24;2 Ecuaciones y desigualdades;10,140498683;2,270386581;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,68;3,4
350;70;0,405268493;0;1 Repaso de álgebra y geometría;26;27;2 Ecuaciones y desigualdades;15,249621836;1,887931144;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,01;3,2
296;65;1,060223061;0;0 No dominó temas;3;3;1 Repaso de Álgebra y Geometría;6,668598379;0,453523075;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,15;3,4
341;69;0,896331921;15;2 Ecuaciones y desigualdades;31;44;3 Temas Parcial 1 Cálculo I;16,857819689;2,174879343;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,84;4,3
343;66;0,326039108;2;1 Repaso de álgebra y geometría;49;51;3 Temas Parcial 1 Cálculo I;31,662704064;1,561240977;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,94;5
345;68;0,709728542;6;1 Repaso de álgebra y geometría;73;79;4 Temas Parcial 2 Cálculo I;31,151875169;2,430321865;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,15;4,5
371;74;0,831005341;0;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;4,087211371;0,975489541;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,9;1,5
285;58;0,362412445;1;0 No dominó temas;37;37;3 Temas Parcial 1 Cálculo I;31,498772114;1,31836056;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,7;1,5
356;66;1,786666545;84;1 Repaso de álgebra y geometría;59;142;5 Funciones trigonométricas;13,673888266;3,720690834;Ciencia de Datos;División de Ciencias Básicas;MAT4190;2 Avance entre [ 55 - 80 temas];Cumplimiento meta;2,34;2,9
379;74;0,736445302;8;1 Repaso de álgebra y geometría;42;50;3 Temas Parcial 1 Cálculo I;37,616084131;1,16305438;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,7;4,6
374;75;0,959578325;0;1 Repaso de álgebra y geometría;29;30;2 Ecuaciones y desigualdades;14,40670017;1,602557851;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,74;3,6
332;66;0,187175402;0;0 No dominó temas;44;44;3 Temas Parcial 1 Cálculo I;20,17904583;1,411995035;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;2,6;3,1
328;68;0,359219923;1;1 Repaso de álgebra y geometría;30;31;3 Temas Parcial 1 Cálculo I;24,613921202;1,095040482;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;1,19;3,1
204;0;0,512993352;3;1 Repaso de álgebra y geometría;28;30;2 Ecuaciones y desigualdades;19,769834221;1,359113907;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;5;4,5
353;73;0,146627975;1;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;2,600962373;0,759387789;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,59;2,6
310;62;0,261544815;1;0 No dominó temas;34;34;3 Temas Parcial 1 Cálculo I;25,632963522;1,624174762;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,39;2,3
306;59;1,489713744;13;2 Ecuaciones y desigualdades;33;45;3 Temas Parcial 1 Cálculo I;24,435459768;1,267865961;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,86;3
395;75;1,137592176;34;3 Temas Parcial 1 Cálculo I;43;79;4 Temas Parcial 2 Cálculo I;18,173304513;2,444175577;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,64;4,5
425;75;0,496384614;38;3 Temas Parcial 1 Cálculo I;27;64;4 Temas Parcial 2 Cálculo I;9,679378696;2,785736884;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;5;5
337;74;2,546461677;25;2 Ecuaciones y desigualdades;53;77;4 Temas Parcial 2 Cálculo I;24,570079562;1,820503014;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,31;4,6
304;60;0,174819576;0;1 Repaso de álgebra y geometría;6;7;1 Repaso de Álgebra y Geometría;4,153041097;1,444611357;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,97;4,1
328;63;0,503940728;8;1 Repaso de álgebra y geometría;67;74;4 Temas Parcial 2 Cálculo I;27,924203398;2,314457236;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;3;3,5
385;71;0,353392338;1;1 Repaso de álgebra y geometría;12;13;2 Ecuaciones y desigualdades;10,829839315;1,095534717;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,54;3,1
332;64;1,679943526;31;3 Temas Parcial 1 Cálculo I;32;63;4 Temas Parcial 2 Cálculo I;18,840694843;1,163843786;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,74;4
411;71;2,244314576;26;2 Ecuaciones y desigualdades;43;69;4 Temas Parcial 2 Cálculo I;30,520934499;1,249235543;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,8
357;66;2,432437005;73;1 Repaso de álgebra y geometría;34;107;3 Gráficos y funciones;10,812940301;3,201186662;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;2,62;3,2
335;69;0,582660419;2;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;10,043297225;1,303965891;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,51;3,1
393;80;1,022974787;13;2 Ecuaciones y desigualdades;25;38;3 Temas Parcial 1 Cálculo I;20,285724822;1,232231028;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,31;3,6
368;66;0,728429503;9;1 Repaso de álgebra y geometría;34;43;3 Temas Parcial 1 Cálculo I;24,308165005;1,436793613;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,97;4,5
354;75;0,922062127;9;1 Repaso de álgebra y geometría;27;35;3 Temas Parcial 1 Cálculo I;12,318424929;2,167997723;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,23;3,1
417;100;1,318793342;6;1 Repaso de álgebra y geometría;8;14;2 Ecuaciones y desigualdades;4,534710496;1,735871886;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,54;3,1
376;75;0,243978174;2;1 Repaso de álgebra y geometría;11;12;2 Ecuaciones y desigualdades;6,571362455;1,663638057;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,02;3,8
313;61;0,48997971;0;0 No dominó temas;33;33;3 Temas Parcial 1 Cálculo I;32,532235518;1,104142276;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,56;3,1
387;77;0,69075032;21;2 Ecuaciones y desigualdades;51;72;4 Temas Parcial 2 Cálculo I;15,39461325;3,690177397;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,98;4,9
381;76;0,564160286;12;2 Ecuaciones y desigualdades;18;31;3 Temas Parcial 1 Cálculo I;6,478226812;2,742043052;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;3,91;3,4
304;65;0,271443821;2;0 No dominó temas;15;15;2 Ecuaciones y desigualdades;10,260865434;1,47185382;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,03;3,4
283;64;0,301217521;1;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;3,467976095;1,160741387;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,19;1,6
347;72;0,645735312;5;1 Repaso de álgebra y geometría;3;8;1 Repaso de Álgebra y Geometría;2,712396378;1,115473925;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,26;3,2
314;62;0,102139499;0;0 No dominó temas;3;3;1 Repaso de Álgebra y Geometría;9,758151484;0,310483607;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,28;3,1
319;67;0,454504628;6;1 Repaso de álgebra y geometría;53;59;4 Temas Parcial 2 Cálculo I;27,622896808;2,30260339;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,92;4,5
377;80;1,086705723;14;2 Ecuaciones y desigualdades;35;48;3 Temas Parcial 1 Cálculo I;25,475581879;1,457756592;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,84;3,3
306;67;0,191142598;0;1 Repaso de álgebra y geometría;9;10;1 Repaso de Álgebra y Geometría;7,14882351;1,276253988;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,19;4
347;75;0,243088093;0;0 No dominó temas;39;39;3 Temas Parcial 1 Cálculo I;35,047633784;1,26766301;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,24;4,4
308;65;;0;0 No dominó temas;0;0;0 No dominó temas;0,015659763;0;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,89;1,4
398;78;;0;0 No dominó temas;0;0;0 No dominó temas;1,015351547;0;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,38;4,5
305;59;0,156075295;1;0 No dominó temas;10;10;1 Repaso de Álgebra y Geometría;6,928496915;1,430524787;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,33;2,7
390;78;0,095344019;0;1 Repaso de álgebra y geometría;31;32;3 Temas Parcial 1 Cálculo I;15,065099971;2,209209213;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,02;4,1
313;60;0,166640807;0;0 No dominó temas;43;43;3 Temas Parcial 1 Cálculo I;20,12513107;2,064975895;Ingeniería Civil;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,71;3,1
379;78;0,921424234;10;1 Repaso de álgebra y geometría;36;45;3 Temas Parcial 1 Cálculo I;16,001215404;2,167183337;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,06;4,2
277;58;1,081453001;10;1 Repaso de álgebra y geometría;9;19;2 Ecuaciones y desigualdades;6,920240483;1,307165369;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,54;3
311;63;0,492909434;0;0 No dominó temas;33;33;3 Temas Parcial 1 Cálculo I;32,784241783;0,747969413;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,24;1,7
407;72;1,701218592;25;2 Ecuaciones y desigualdades;44;70;4 Temas Parcial 2 Cálculo I;37,850087498;1,156742995;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,45;4,2
424;100;1,838820333;63;4 Temas Parcial 2 Cálculo I;17;79;4 Temas Parcial 2 Cálculo I;7,001561869;2,416118434;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,92;4,7
287;67;0,125905824;1;0 No dominó temas;45;45;3 Temas Parcial 1 Cálculo I;32,144347464;1,427395206;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,49;3,8
373;73;0,275956807;1;0 No dominó temas;63;63;4 Temas Parcial 2 Cálculo I;70,061224389;0,935772818;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,48;4,3
353;62;0,294507382;1;1 Repaso de álgebra y geometría;4;5;1 Repaso de Álgebra y Geometría;1,888572716;2,160300513;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,33;2,1
346;65;2,177424054;71;4 Temas Parcial 2 Cálculo I;6;79;4 Temas Parcial 2 Cálculo I;4,011069237;1,518622732;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,08;4,1
350;71;1,502214178;29;1 Repaso de álgebra y geometría;87;116;3 Gráficos y funciones;36,974493321;2,342353608;Ciencia de Datos;División de Ciencias Básicas;MAT4190;3 Avance superior a 80 temas;No alcanzo meta;3,57;3,4
350;71;0,451171376;3;1 Repaso de álgebra y geometría;27;29;2 Ecuaciones y desigualdades;8,859581401;3,273360013;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,71;3
422;81;2,425170471;31;3 Temas Parcial 1 Cálculo I;47;79;4 Temas Parcial 2 Cálculo I;26,179735455;1,824718084;Ingeniería Electrónica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,53;4,7
366;75;3,205523981;23;2 Ecuaciones y desigualdades;15;37;3 Temas Parcial 1 Cálculo I;18,396564028;0,819375501;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,67;4
376;77;0,373323759;3;1 Repaso de álgebra y geometría;39;42;3 Temas Parcial 1 Cálculo I;23,537249321;1,82154116;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,88;4,4
346;74;0,237846912;1;0 No dominó temas;41;41;3 Temas Parcial 1 Cálculo I;25,283848322;1,676543322;Geología;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,87;3,6
298;62;0,150349722;1;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;22,764885888;0,567562987;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,03;1,4
347;67;0,437646807;13;2 Ecuaciones y desigualdades;17;31;3 Temas Parcial 1 Cálculo I;12,419559827;1,366410898;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;2,36;3
387;81;1,150246583;18;2 Ecuaciones y desigualdades;31;50;3 Temas Parcial 1 Cálculo I;7,825900451;3,979325602;Ciencia de Datos;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,6;4,1
331;59;0,203552544;1;0 No dominó temas;32;32;3 Temas Parcial 1 Cálculo I;18,105093821;1,49686504;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,92;1,5
277;55;0,379558239;3;1 Repaso de álgebra y geometría;29;31;3 Temas Parcial 1 Cálculo I;19,045530098;1,194333786;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,56;3,2
364;77;0,568407733;11;1 Repaso de álgebra y geometría;34;44;3 Temas Parcial 1 Cálculo I;18,989641105;2,134555666;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,15;1,4
377;70;0,990367737;3;1 Repaso de álgebra y geometría;40;43;3 Temas Parcial 1 Cálculo I;26,154551213;1,357691219;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,12;2,9
393;72;2,231413426;36;3 Temas Parcial 1 Cálculo I;13;48;3 Temas Parcial 1 Cálculo I;9,24862279;1,415236745;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,96;4,6
378;73;0,446004562;2;1 Repaso de álgebra y geometría;59;60;4 Temas Parcial 2 Cálculo I;28,669033783;2,099134403;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,67;4
327;72;0,51372021;1;0 No dominó temas;72;72;4 Temas Parcial 2 Cálculo I;56,079520527;1,451868518;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,51;4,9
302;56;1,164041593;5;1 Repaso de álgebra y geometría;11;17;2 Ecuaciones y desigualdades;7,868789834;1,388870979;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,52;1,6
362;69;2,439349313;42;3 Temas Parcial 1 Cálculo I;5;45;3 Temas Parcial 1 Cálculo I;4,842597999;1,022364842;Ciencia de Datos;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,7;4,6
339;75;0,380506978;1;1 Repaso de álgebra y geometría;0;1;1 Repaso de Álgebra y Geometría;0,629435731;0,007843765;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,14;3,1
292;56;0,14953798;0;0 No dominó temas;31;31;3 Temas Parcial 1 Cálculo I;21,126094628;1,548302509;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,13;2,6
349;64;2,177760238;73;1 Repaso de álgebra y geometría;34;107;3 Gráficos y funciones;11,461759623;3,051077915;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;2,58;3,1
389;77;0,223884562;1;0 No dominó temas;74;74;4 Temas Parcial 2 Cálculo I;62,295734782;1,167508853;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;5;1,5
301;69;0,353875767;1;1 Repaso de álgebra y geometría;53;54;3 Temas Parcial 1 Cálculo I;36,324735367;1,611614479;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,44;3,2
294;65;1,044981041;0;0 No dominó temas;3;3;1 Repaso de Álgebra y Geometría;6,386516123;0,472319264;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,23;3,4
263;54;0,49081516;0;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;3,227078812;0,610458305;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,41;1,3
368;70;0,853154931;2;1 Repaso de álgebra y geometría;16;19;2 Ecuaciones y desigualdades;11,822279103;1,350856115;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,26;3,7
332;64;0,227719223;1;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;14,736914392;0,886008933;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,82;2,2
353;74;0,446673909;0;0 No dominó temas;39;39;3 Temas Parcial 1 Cálculo I;37,435165164;0,842965902;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,23;3,7
349;66;0,493159065;3;1 Repaso de álgebra y geometría;31;34;3 Temas Parcial 1 Cálculo I;16,365882519;1,514924194;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,04;3,4
407;74;0,757736932;1;1 Repaso de álgebra y geometría;37;40;3 Temas Parcial 1 Cálculo I;29,968373529;1,250401802;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,42;2,9
264;57;0,517617697;2;1 Repaso de álgebra y geometría;32;34;3 Temas Parcial 1 Cálculo I;40,494996223;0,885479438;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;2,89;1,5
359;73;2,08191078;24;2 Ecuaciones y desigualdades;39;65;4 Temas Parcial 2 Cálculo I;25,885511343;1,298061561;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,41;3,7
350;69;0,880659206;19;2 Ecuaciones y desigualdades;47;66;4 Temas Parcial 2 Cálculo I;33,086777291;1,519917416;Ingeniería Civil;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,8
357;72;0,123330934;1;0 No dominó temas;34;34;3 Temas Parcial 1 Cálculo I;25,894838931;1,418303579;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,2;1,3
